M4id,category,Frequency,Horizon,SP
Q2443,Macro,4,8,Quarterly
Q2444,Macro,4,8,Quarterly
Q2445,Macro,4,8,Quarterly
Q2446,Macro,4,8,Quarterly
Q2447,Macro,4,8,Quarterly
Q2448,Macro,4,8,Quarterly
Q2449,Macro,4,8,Quarterly
Q2450,Macro,4,8,Quarterly
Q2451,Macro,4,8,Quarterly
Q2452,Macro,4,8,Quarterly
Q2453,Macro,4,8,Quarterly
Q2454,Macro,4,8,Quarterly
Q2455,Macro,4,8,Quarterly
Q2456,Macro,4,8,Quarterly
Q2457,Macro,4,8,Quarterly
Q2458,Macro,4,8,Quarterly
Q2459,Macro,4,8,Quarterly
Q2460,Macro,4,8,Quarterly
Q2461,Macro,4,8,Quarterly
Q2462,Macro,4,8,Quarterly
Q2463,Macro,4,8,Quarterly
Q2464,Macro,4,8,Quarterly
Q2465,Macro,4,8,Quarterly
Q2466,Macro,4,8,Quarterly
Q2467,Macro,4,8,Quarterly
Q2468,Macro,4,8,Quarterly
Q2469,Macro,4,8,Quarterly
Q2470,Macro,4,8,Quarterly
Q2471,Macro,4,8,Quarterly
Q2472,Macro,4,8,Quarterly
Q2473,Macro,4,8,Quarterly
Q2474,Macro,4,8,Quarterly
Q2475,Macro,4,8,Quarterly
Q2476,Macro,4,8,Quarterly
Q2477,Macro,4,8,Quarterly
Q2478,Macro,4,8,Quarterly
Q2479,Macro,4,8,Quarterly
Q2480,Macro,4,8,Quarterly
Q2481,Macro,4,8,Quarterly
Q2482,Macro,4,8,Quarterly
Q2483,Macro,4,8,Quarterly
Q2484,Macro,4,8,Quarterly
Q2485,Macro,4,8,Quarterly
Q2486,Macro,4,8,Quarterly
Q2487,Macro,4,8,Quarterly
Q2488,Macro,4,8,Quarterly
Q2489,Macro,4,8,Quarterly
Q2490,Macro,4,8,Quarterly
Q2491,Macro,4,8,Quarterly
Q2492,Macro,4,8,Quarterly
Q2493,Macro,4,8,Quarterly
Q2494,Macro,4,8,Quarterly
Q2495,Macro,4,8,Quarterly
Q2496,Macro,4,8,Quarterly
Q2497,Macro,4,8,Quarterly
Q2498,Macro,4,8,Quarterly
Q2499,Macro,4,8,Quarterly
Q2500,Macro,4,8,Quarterly
Q2501,Macro,4,8,Quarterly
Q2502,Macro,4,8,Quarterly
Q2503,Macro,4,8,Quarterly
Q2504,Macro,4,8,Quarterly
Q2505,Macro,4,8,Quarterly
Q2506,Macro,4,8,Quarterly
Q2507,Macro,4,8,Quarterly
Q2508,Macro,4,8,Quarterly
Q2509,Macro,4,8,Quarterly
Q2510,Macro,4,8,Quarterly
Q2511,Macro,4,8,Quarterly
Q2512,Macro,4,8,Quarterly
Q2513,Macro,4,8,Quarterly
Q2514,Macro,4,8,Quarterly
Q2515,Macro,4,8,Quarterly
Q2516,Macro,4,8,Quarterly
Q2517,Macro,4,8,Quarterly
Q2518,Macro,4,8,Quarterly
Q2519,Macro,4,8,Quarterly
Q2520,Macro,4,8,Quarterly
Q2521,Macro,4,8,Quarterly
Q2522,Macro,4,8,Quarterly
Q2523,Macro,4,8,Quarterly
Q2524,Macro,4,8,Quarterly
Q2525,Macro,4,8,Quarterly
Q2526,Macro,4,8,Quarterly
Q2527,Macro,4,8,Quarterly
Q2528,Macro,4,8,Quarterly
Q2529,Macro,4,8,Quarterly
Q2530,Macro,4,8,Quarterly
Q2531,Macro,4,8,Quarterly
Q2532,Macro,4,8,Quarterly
Q2533,Macro,4,8,Quarterly
Q2534,Macro,4,8,Quarterly
Q2535,Macro,4,8,Quarterly
Q2536,Macro,4,8,Quarterly
Q2537,Macro,4,8,Quarterly
Q2538,Macro,4,8,Quarterly
Q2539,Macro,4,8,Quarterly
Q2540,Macro,4,8,Quarterly
Q2541,Macro,4,8,Quarterly
Q2542,Macro,4,8,Quarterly
Q2543,Macro,4,8,Quarterly
Q2544,Macro,4,8,Quarterly
Q2545,Macro,4,8,Quarterly
Q2546,Macro,4,8,Quarterly
Q2547,Macro,4,8,Quarterly
Q2548,Macro,4,8,Quarterly
Q2549,Macro,4,8,Quarterly
Q2550,Macro,4,8,Quarterly
Q2551,Macro,4,8,Quarterly
Q2552,Macro,4,8,Quarterly
Q2553,Macro,4,8,Quarterly
Q2554,Macro,4,8,Quarterly
Q2555,Macro,4,8,Quarterly
Q2556,Macro,4,8,Quarterly
Q2557,Macro,4,8,Quarterly
Q2558,Macro,4,8,Quarterly
Q2559,Macro,4,8,Quarterly
Q2560,Macro,4,8,Quarterly
Q2561,Macro,4,8,Quarterly
Q2562,Macro,4,8,Quarterly
Q2563,Macro,4,8,Quarterly
Q2564,Macro,4,8,Quarterly
Q2565,Macro,4,8,Quarterly
Q2566,Macro,4,8,Quarterly
Q2567,Macro,4,8,Quarterly
Q2568,Macro,4,8,Quarterly
Q2569,Macro,4,8,Quarterly
Q2570,Macro,4,8,Quarterly
Q2571,Macro,4,8,Quarterly
Q2572,Macro,4,8,Quarterly
Q2573,Macro,4,8,Quarterly
Q2574,Macro,4,8,Quarterly
Q2575,Macro,4,8,Quarterly
Q2576,Macro,4,8,Quarterly
Q2577,Macro,4,8,Quarterly
Q2578,Macro,4,8,Quarterly
Q2579,Macro,4,8,Quarterly
Q2580,Macro,4,8,Quarterly
Q2581,Macro,4,8,Quarterly
Q2582,Macro,4,8,Quarterly
Q2583,Macro,4,8,Quarterly
Q2584,Macro,4,8,Quarterly
Q2585,Macro,4,8,Quarterly
Q2586,Macro,4,8,Quarterly
Q2587,Macro,4,8,Quarterly
Q2588,Macro,4,8,Quarterly
Q2589,Macro,4,8,Quarterly
Q2590,Macro,4,8,Quarterly
Q2591,Macro,4,8,Quarterly
Q2592,Macro,4,8,Quarterly
Q2593,Macro,4,8,Quarterly
Q2594,Macro,4,8,Quarterly
Q2595,Macro,4,8,Quarterly
Q2596,Macro,4,8,Quarterly
Q2597,Macro,4,8,Quarterly
Q2598,Macro,4,8,Quarterly
Q2599,Macro,4,8,Quarterly
Q2600,Macro,4,8,Quarterly
Q2601,Macro,4,8,Quarterly
Q2602,Macro,4,8,Quarterly
Q2603,Macro,4,8,Quarterly
Q2604,Macro,4,8,Quarterly
Q2605,Macro,4,8,Quarterly
Q2606,Macro,4,8,Quarterly
Q2607,Macro,4,8,Quarterly
Q2608,Macro,4,8,Quarterly
Q2609,Macro,4,8,Quarterly
Q2610,Macro,4,8,Quarterly
Q2611,Macro,4,8,Quarterly
Q2612,Macro,4,8,Quarterly
Q2613,Macro,4,8,Quarterly
Q2614,Macro,4,8,Quarterly
Q2615,Macro,4,8,Quarterly
Q2616,Macro,4,8,Quarterly
Q2617,Macro,4,8,Quarterly
Q2618,Macro,4,8,Quarterly
Q2619,Macro,4,8,Quarterly
Q2620,Macro,4,8,Quarterly
Q2621,Macro,4,8,Quarterly
Q2622,Macro,4,8,Quarterly
Q2623,Macro,4,8,Quarterly
Q2624,Macro,4,8,Quarterly
Q2625,Macro,4,8,Quarterly
Q2626,Macro,4,8,Quarterly
Q2627,Macro,4,8,Quarterly
Q2628,Macro,4,8,Quarterly
Q2629,Macro,4,8,Quarterly
Q2630,Macro,4,8,Quarterly
Q2631,Macro,4,8,Quarterly
Q2632,Macro,4,8,Quarterly
Q2633,Macro,4,8,Quarterly
Q2634,Macro,4,8,Quarterly
Q2635,Macro,4,8,Quarterly
Q2636,Macro,4,8,Quarterly
Q2637,Macro,4,8,Quarterly
Q2638,Macro,4,8,Quarterly
Q2639,Macro,4,8,Quarterly
Q2640,Macro,4,8,Quarterly
Q2641,Macro,4,8,Quarterly
Q2642,Macro,4,8,Quarterly
Q2643,Macro,4,8,Quarterly
Q2644,Macro,4,8,Quarterly
Q2645,Macro,4,8,Quarterly
Q2646,Macro,4,8,Quarterly
Q2647,Macro,4,8,Quarterly
Q2648,Macro,4,8,Quarterly
Q2649,Macro,4,8,Quarterly
Q2650,Macro,4,8,Quarterly
Q2651,Macro,4,8,Quarterly
Q2652,Macro,4,8,Quarterly
Q2653,Macro,4,8,Quarterly
Q2654,Macro,4,8,Quarterly
Q2655,Macro,4,8,Quarterly
Q2656,Macro,4,8,Quarterly
Q2657,Macro,4,8,Quarterly
Q2658,Macro,4,8,Quarterly
Q2659,Macro,4,8,Quarterly
Q2660,Macro,4,8,Quarterly
Q2661,Macro,4,8,Quarterly
Q2662,Macro,4,8,Quarterly
Q2663,Macro,4,8,Quarterly
Q2664,Macro,4,8,Quarterly
Q2665,Macro,4,8,Quarterly
Q2666,Macro,4,8,Quarterly
Q2667,Macro,4,8,Quarterly
Q2668,Macro,4,8,Quarterly
Q2669,Macro,4,8,Quarterly
Q2670,Macro,4,8,Quarterly
Q2671,Macro,4,8,Quarterly
Q2672,Macro,4,8,Quarterly
Q2673,Macro,4,8,Quarterly
Q2674,Macro,4,8,Quarterly
Q2675,Macro,4,8,Quarterly
Q2676,Macro,4,8,Quarterly
Q2677,Macro,4,8,Quarterly
Q2678,Macro,4,8,Quarterly
Q2679,Macro,4,8,Quarterly
Q2680,Macro,4,8,Quarterly
Q2681,Macro,4,8,Quarterly
Q2682,Macro,4,8,Quarterly
Q2683,Macro,4,8,Quarterly
Q2684,Macro,4,8,Quarterly
Q2685,Macro,4,8,Quarterly
Q2686,Macro,4,8,Quarterly
Q2687,Macro,4,8,Quarterly
Q2688,Macro,4,8,Quarterly
Q2689,Macro,4,8,Quarterly
Q2690,Macro,4,8,Quarterly
Q2691,Macro,4,8,Quarterly
Q2692,Macro,4,8,Quarterly
Q2693,Macro,4,8,Quarterly
Q2694,Macro,4,8,Quarterly
Q2695,Macro,4,8,Quarterly
Q2696,Macro,4,8,Quarterly
Q2697,Macro,4,8,Quarterly
Q2698,Macro,4,8,Quarterly
Q2699,Macro,4,8,Quarterly
Q2700,Macro,4,8,Quarterly
Q2701,Macro,4,8,Quarterly
Q2702,Macro,4,8,Quarterly
Q2703,Macro,4,8,Quarterly
Q2704,Macro,4,8,Quarterly
Q2705,Macro,4,8,Quarterly
Q2706,Macro,4,8,Quarterly
Q2707,Macro,4,8,Quarterly
Q2708,Macro,4,8,Quarterly
Q2709,Macro,4,8,Quarterly
Q2710,Macro,4,8,Quarterly
Q2711,Macro,4,8,Quarterly
Q2712,Macro,4,8,Quarterly
Q2713,Macro,4,8,Quarterly
Q2714,Macro,4,8,Quarterly
Q2715,Macro,4,8,Quarterly
Q2716,Macro,4,8,Quarterly
Q2717,Macro,4,8,Quarterly
Q2718,Macro,4,8,Quarterly
Q2719,Macro,4,8,Quarterly
Q2720,Macro,4,8,Quarterly
Q2721,Macro,4,8,Quarterly
Q2722,Macro,4,8,Quarterly
Q2723,Macro,4,8,Quarterly
Q2724,Macro,4,8,Quarterly
Q2725,Macro,4,8,Quarterly
Q2726,Macro,4,8,Quarterly
Q2727,Macro,4,8,Quarterly
Q2728,Macro,4,8,Quarterly
Q2729,Macro,4,8,Quarterly
Q2730,Macro,4,8,Quarterly
Q2731,Macro,4,8,Quarterly
Q2732,Macro,4,8,Quarterly
Q2733,Macro,4,8,Quarterly
Q2734,Macro,4,8,Quarterly
Q2735,Macro,4,8,Quarterly
Q2736,Macro,4,8,Quarterly
Q2737,Macro,4,8,Quarterly
Q2738,Macro,4,8,Quarterly
Q2739,Macro,4,8,Quarterly
Q2740,Macro,4,8,Quarterly
Q2741,Macro,4,8,Quarterly
Q2742,Macro,4,8,Quarterly
Q2743,Macro,4,8,Quarterly
Q2744,Macro,4,8,Quarterly
Q2745,Macro,4,8,Quarterly
Q2746,Macro,4,8,Quarterly
Q2747,Macro,4,8,Quarterly
Q2748,Macro,4,8,Quarterly
Q2749,Macro,4,8,Quarterly
Q2750,Macro,4,8,Quarterly
Q2751,Macro,4,8,Quarterly
Q2752,Macro,4,8,Quarterly
Q2753,Macro,4,8,Quarterly
Q2754,Macro,4,8,Quarterly
Q2755,Macro,4,8,Quarterly
Q2756,Macro,4,8,Quarterly
Q2757,Macro,4,8,Quarterly
Q2758,Macro,4,8,Quarterly
Q2759,Macro,4,8,Quarterly
Q2760,Macro,4,8,Quarterly
Q2761,Macro,4,8,Quarterly
Q2762,Macro,4,8,Quarterly
Q2763,Macro,4,8,Quarterly
Q2764,Macro,4,8,Quarterly
Q2765,Macro,4,8,Quarterly
Q2766,Macro,4,8,Quarterly
Q2767,Macro,4,8,Quarterly
Q2768,Macro,4,8,Quarterly
Q2769,Macro,4,8,Quarterly
Q2770,Macro,4,8,Quarterly
Q2771,Macro,4,8,Quarterly
Q2772,Macro,4,8,Quarterly
Q2773,Macro,4,8,Quarterly
Q2774,Macro,4,8,Quarterly
Q2775,Macro,4,8,Quarterly
Q2776,Macro,4,8,Quarterly
Q2777,Macro,4,8,Quarterly
Q2778,Macro,4,8,Quarterly
Q2779,Macro,4,8,Quarterly
Q2780,Macro,4,8,Quarterly
Q2781,Macro,4,8,Quarterly
Q2782,Macro,4,8,Quarterly
Q2783,Macro,4,8,Quarterly
Q2784,Macro,4,8,Quarterly
Q2785,Macro,4,8,Quarterly
Q2786,Macro,4,8,Quarterly
Q2787,Macro,4,8,Quarterly
Q2788,Macro,4,8,Quarterly
Q2789,Macro,4,8,Quarterly
Q2790,Macro,4,8,Quarterly
Q2791,Macro,4,8,Quarterly
Q2792,Macro,4,8,Quarterly
Q2793,Macro,4,8,Quarterly
Q2794,Macro,4,8,Quarterly
Q2795,Macro,4,8,Quarterly
Q2796,Macro,4,8,Quarterly
Q2797,Macro,4,8,Quarterly
Q2798,Macro,4,8,Quarterly
Q2799,Macro,4,8,Quarterly
Q2800,Macro,4,8,Quarterly
Q2801,Macro,4,8,Quarterly
Q2802,Macro,4,8,Quarterly
Q2803,Macro,4,8,Quarterly
Q2804,Macro,4,8,Quarterly
Q2805,Macro,4,8,Quarterly
Q2806,Macro,4,8,Quarterly
Q2807,Macro,4,8,Quarterly
Q2808,Macro,4,8,Quarterly
Q2809,Macro,4,8,Quarterly
Q2810,Macro,4,8,Quarterly
Q2811,Macro,4,8,Quarterly
Q2812,Macro,4,8,Quarterly
Q2813,Macro,4,8,Quarterly
Q2814,Macro,4,8,Quarterly
Q2815,Macro,4,8,Quarterly
Q2816,Macro,4,8,Quarterly
Q2817,Macro,4,8,Quarterly
Q2818,Macro,4,8,Quarterly
Q2819,Macro,4,8,Quarterly
Q2820,Macro,4,8,Quarterly
Q2821,Macro,4,8,Quarterly
Q2822,Macro,4,8,Quarterly
Q2823,Macro,4,8,Quarterly
Q2824,Macro,4,8,Quarterly
Q2825,Macro,4,8,Quarterly
Q2826,Macro,4,8,Quarterly
Q2827,Macro,4,8,Quarterly
Q2828,Macro,4,8,Quarterly
Q2829,Macro,4,8,Quarterly
Q2830,Macro,4,8,Quarterly
Q2831,Macro,4,8,Quarterly
Q2832,Macro,4,8,Quarterly
Q2833,Macro,4,8,Quarterly
Q2834,Macro,4,8,Quarterly
Q2835,Macro,4,8,Quarterly
Q2836,Macro,4,8,Quarterly
Q2837,Macro,4,8,Quarterly
Q2838,Macro,4,8,Quarterly
Q2839,Macro,4,8,Quarterly
Q2840,Macro,4,8,Quarterly
Q2841,Macro,4,8,Quarterly
Q2842,Macro,4,8,Quarterly
Q2843,Macro,4,8,Quarterly
Q2844,Macro,4,8,Quarterly
Q2845,Macro,4,8,Quarterly
Q2846,Macro,4,8,Quarterly
Q2847,Macro,4,8,Quarterly
Q2848,Macro,4,8,Quarterly
Q2849,Macro,4,8,Quarterly
Q2850,Macro,4,8,Quarterly
Q2851,Macro,4,8,Quarterly
Q2852,Macro,4,8,Quarterly
Q2853,Macro,4,8,Quarterly
Q2854,Macro,4,8,Quarterly
Q2855,Macro,4,8,Quarterly
Q2856,Macro,4,8,Quarterly
Q2857,Macro,4,8,Quarterly
Q2858,Macro,4,8,Quarterly
Q2859,Macro,4,8,Quarterly
Q2860,Macro,4,8,Quarterly
Q2861,Macro,4,8,Quarterly
Q2862,Macro,4,8,Quarterly
Q2863,Macro,4,8,Quarterly
Q2864,Macro,4,8,Quarterly
Q2865,Macro,4,8,Quarterly
Q2866,Macro,4,8,Quarterly
Q2867,Macro,4,8,Quarterly
Q2868,Macro,4,8,Quarterly
Q2869,Macro,4,8,Quarterly
Q2870,Macro,4,8,Quarterly
Q2871,Macro,4,8,Quarterly
Q2872,Macro,4,8,Quarterly
Q2873,Macro,4,8,Quarterly
Q2874,Macro,4,8,Quarterly
Q2875,Macro,4,8,Quarterly
Q2876,Macro,4,8,Quarterly
Q2877,Macro,4,8,Quarterly
Q2878,Macro,4,8,Quarterly
Q2879,Macro,4,8,Quarterly
Q2880,Macro,4,8,Quarterly
Q2881,Macro,4,8,Quarterly
Q2882,Macro,4,8,Quarterly
Q2883,Macro,4,8,Quarterly
Q2884,Macro,4,8,Quarterly
Q2885,Macro,4,8,Quarterly
Q2886,Macro,4,8,Quarterly
Q2887,Macro,4,8,Quarterly
Q2888,Macro,4,8,Quarterly
Q2889,Macro,4,8,Quarterly
Q2890,Macro,4,8,Quarterly
Q2891,Macro,4,8,Quarterly
Q2892,Macro,4,8,Quarterly
Q2893,Macro,4,8,Quarterly
Q2894,Macro,4,8,Quarterly
Q2895,Macro,4,8,Quarterly
Q2896,Macro,4,8,Quarterly
Q2897,Macro,4,8,Quarterly
Q2898,Macro,4,8,Quarterly
Q2899,Macro,4,8,Quarterly
Q2900,Macro,4,8,Quarterly
Q2901,Macro,4,8,Quarterly
Q2902,Macro,4,8,Quarterly
Q2903,Macro,4,8,Quarterly
Q2904,Macro,4,8,Quarterly
Q2905,Macro,4,8,Quarterly
Q2906,Macro,4,8,Quarterly
Q2907,Macro,4,8,Quarterly
Q2908,Macro,4,8,Quarterly
Q2909,Macro,4,8,Quarterly
Q2910,Macro,4,8,Quarterly
Q2911,Macro,4,8,Quarterly
Q2912,Macro,4,8,Quarterly
Q2913,Macro,4,8,Quarterly
Q2914,Macro,4,8,Quarterly
Q2915,Macro,4,8,Quarterly
Q2916,Macro,4,8,Quarterly
Q2917,Macro,4,8,Quarterly
Q2918,Macro,4,8,Quarterly
Q2919,Macro,4,8,Quarterly
Q2920,Macro,4,8,Quarterly
Q2921,Macro,4,8,Quarterly
Q2922,Macro,4,8,Quarterly
Q2923,Macro,4,8,Quarterly
Q2924,Macro,4,8,Quarterly
Q2925,Macro,4,8,Quarterly
Q2926,Macro,4,8,Quarterly
Q2927,Macro,4,8,Quarterly
Q2928,Macro,4,8,Quarterly
Q2929,Macro,4,8,Quarterly
Q2930,Macro,4,8,Quarterly
Q2931,Macro,4,8,Quarterly
Q2932,Macro,4,8,Quarterly
Q2933,Macro,4,8,Quarterly
Q2934,Macro,4,8,Quarterly
Q2935,Macro,4,8,Quarterly
Q2936,Macro,4,8,Quarterly
Q2937,Macro,4,8,Quarterly
Q2938,Macro,4,8,Quarterly
Q2939,Macro,4,8,Quarterly
Q2940,Macro,4,8,Quarterly
Q2941,Macro,4,8,Quarterly
Q2942,Macro,4,8,Quarterly
Q2943,Macro,4,8,Quarterly
Q2944,Macro,4,8,Quarterly
Q2945,Macro,4,8,Quarterly
Q2946,Macro,4,8,Quarterly
Q2947,Macro,4,8,Quarterly
Q2948,Macro,4,8,Quarterly
Q2949,Macro,4,8,Quarterly
Q2950,Macro,4,8,Quarterly
Q2951,Macro,4,8,Quarterly
Q2952,Macro,4,8,Quarterly
Q2953,Macro,4,8,Quarterly
Q2954,Macro,4,8,Quarterly
Q2955,Macro,4,8,Quarterly
Q2956,Macro,4,8,Quarterly
Q2957,Macro,4,8,Quarterly
Q2958,Macro,4,8,Quarterly
Q2959,Macro,4,8,Quarterly
Q2960,Macro,4,8,Quarterly
Q2961,Macro,4,8,Quarterly
Q2962,Macro,4,8,Quarterly
Q2963,Macro,4,8,Quarterly
Q2964,Macro,4,8,Quarterly
Q2965,Macro,4,8,Quarterly
Q2966,Macro,4,8,Quarterly
Q2967,Macro,4,8,Quarterly
Q2968,Macro,4,8,Quarterly
Q2969,Macro,4,8,Quarterly
Q2970,Macro,4,8,Quarterly
Q2971,Macro,4,8,Quarterly
Q2972,Macro,4,8,Quarterly
Q2973,Macro,4,8,Quarterly
Q2974,Macro,4,8,Quarterly
Q2975,Macro,4,8,Quarterly
Q2976,Macro,4,8,Quarterly
Q2977,Macro,4,8,Quarterly
Q2978,Macro,4,8,Quarterly
Q2979,Macro,4,8,Quarterly
Q2980,Macro,4,8,Quarterly
Q2981,Macro,4,8,Quarterly
Q2982,Macro,4,8,Quarterly
Q2983,Macro,4,8,Quarterly
Q2984,Macro,4,8,Quarterly
Q2985,Macro,4,8,Quarterly
Q2986,Macro,4,8,Quarterly
Q2987,Macro,4,8,Quarterly
Q2988,Macro,4,8,Quarterly
Q2989,Macro,4,8,Quarterly
Q2990,Macro,4,8,Quarterly
Q2991,Macro,4,8,Quarterly
Q2992,Macro,4,8,Quarterly
Q2993,Macro,4,8,Quarterly
Q2994,Macro,4,8,Quarterly
Q2995,Macro,4,8,Quarterly
Q2996,Macro,4,8,Quarterly
Q2997,Macro,4,8,Quarterly
Q2998,Macro,4,8,Quarterly
Q2999,Macro,4,8,Quarterly
Q3000,Macro,4,8,Quarterly
Q3001,Macro,4,8,Quarterly
Q3002,Macro,4,8,Quarterly
Q3003,Macro,4,8,Quarterly
Q3004,Macro,4,8,Quarterly
Q3005,Macro,4,8,Quarterly
Q3006,Macro,4,8,Quarterly
Q3007,Macro,4,8,Quarterly
Q3008,Macro,4,8,Quarterly
Q3009,Macro,4,8,Quarterly
Q3010,Macro,4,8,Quarterly
Q3011,Macro,4,8,Quarterly
Q3012,Macro,4,8,Quarterly
Q3013,Macro,4,8,Quarterly
Q3014,Macro,4,8,Quarterly
Q3015,Macro,4,8,Quarterly
Q3016,Macro,4,8,Quarterly
Q3017,Macro,4,8,Quarterly
Q3018,Macro,4,8,Quarterly
Q3019,Macro,4,8,Quarterly
Q3020,Macro,4,8,Quarterly
Q3021,Macro,4,8,Quarterly
Q3022,Macro,4,8,Quarterly
Q3023,Macro,4,8,Quarterly
Q3024,Macro,4,8,Quarterly
Q3025,Macro,4,8,Quarterly
Q3026,Macro,4,8,Quarterly
Q3027,Macro,4,8,Quarterly
Q3028,Macro,4,8,Quarterly
Q3029,Macro,4,8,Quarterly
Q3030,Macro,4,8,Quarterly
Q3031,Macro,4,8,Quarterly
Q3032,Macro,4,8,Quarterly
Q3033,Macro,4,8,Quarterly
Q3034,Macro,4,8,Quarterly
Q3035,Macro,4,8,Quarterly
Q3036,Macro,4,8,Quarterly
Q3037,Macro,4,8,Quarterly
Q3038,Macro,4,8,Quarterly
Q3039,Macro,4,8,Quarterly
Q3040,Macro,4,8,Quarterly
Q3041,Macro,4,8,Quarterly
Q3042,Macro,4,8,Quarterly
Q3043,Macro,4,8,Quarterly
Q3044,Macro,4,8,Quarterly
Q3045,Macro,4,8,Quarterly
Q3046,Macro,4,8,Quarterly
Q3047,Macro,4,8,Quarterly
Q3048,Macro,4,8,Quarterly
Q3049,Macro,4,8,Quarterly
Q3050,Macro,4,8,Quarterly
Q3051,Macro,4,8,Quarterly
Q3052,Macro,4,8,Quarterly
Q3053,Macro,4,8,Quarterly
Q3054,Macro,4,8,Quarterly
Q3055,Macro,4,8,Quarterly
Q3056,Macro,4,8,Quarterly
Q3057,Macro,4,8,Quarterly
Q3058,Macro,4,8,Quarterly
Q3059,Macro,4,8,Quarterly
Q3060,Macro,4,8,Quarterly
Q3061,Macro,4,8,Quarterly
Q3062,Macro,4,8,Quarterly
Q3063,Macro,4,8,Quarterly
Q3064,Macro,4,8,Quarterly
Q3065,Macro,4,8,Quarterly
Q3066,Macro,4,8,Quarterly
Q3067,Macro,4,8,Quarterly
Q3068,Macro,4,8,Quarterly
Q3069,Macro,4,8,Quarterly
Q3070,Macro,4,8,Quarterly
Q3071,Macro,4,8,Quarterly
Q3072,Macro,4,8,Quarterly
Q3073,Macro,4,8,Quarterly
Q3074,Macro,4,8,Quarterly
Q3075,Macro,4,8,Quarterly
Q3076,Macro,4,8,Quarterly
Q3077,Macro,4,8,Quarterly
Q3078,Macro,4,8,Quarterly
Q3079,Macro,4,8,Quarterly
Q3080,Macro,4,8,Quarterly
Q3081,Macro,4,8,Quarterly
Q3082,Macro,4,8,Quarterly
Q3083,Macro,4,8,Quarterly
Q3084,Macro,4,8,Quarterly
Q3085,Macro,4,8,Quarterly
Q3086,Macro,4,8,Quarterly
Q3087,Macro,4,8,Quarterly
Q3088,Macro,4,8,Quarterly
Q3089,Macro,4,8,Quarterly
Q3090,Macro,4,8,Quarterly
Q3091,Macro,4,8,Quarterly
Q3092,Macro,4,8,Quarterly
Q3093,Macro,4,8,Quarterly
Q3094,Macro,4,8,Quarterly
Q3095,Macro,4,8,Quarterly
Q3096,Macro,4,8,Quarterly
Q3097,Macro,4,8,Quarterly
Q3098,Macro,4,8,Quarterly
Q3099,Macro,4,8,Quarterly
Q3100,Macro,4,8,Quarterly
Q3101,Macro,4,8,Quarterly
Q3102,Macro,4,8,Quarterly
Q3103,Macro,4,8,Quarterly
Q3104,Macro,4,8,Quarterly
Q3105,Macro,4,8,Quarterly
Q3106,Macro,4,8,Quarterly
Q3107,Macro,4,8,Quarterly
Q3108,Macro,4,8,Quarterly
Q3109,Macro,4,8,Quarterly
Q3110,Macro,4,8,Quarterly
Q3111,Macro,4,8,Quarterly
Q3112,Macro,4,8,Quarterly
Q3113,Macro,4,8,Quarterly
Q3114,Macro,4,8,Quarterly
Q3115,Macro,4,8,Quarterly
Q3116,Macro,4,8,Quarterly
Q3117,Macro,4,8,Quarterly
Q3118,Macro,4,8,Quarterly
Q3119,Macro,4,8,Quarterly
Q3120,Macro,4,8,Quarterly
Q3121,Macro,4,8,Quarterly
Q3122,Macro,4,8,Quarterly
Q3123,Macro,4,8,Quarterly
Q3124,Macro,4,8,Quarterly
Q3125,Macro,4,8,Quarterly
Q3126,Macro,4,8,Quarterly
Q3127,Macro,4,8,Quarterly
Q3128,Macro,4,8,Quarterly
Q3129,Macro,4,8,Quarterly
Q3130,Macro,4,8,Quarterly
Q3131,Macro,4,8,Quarterly
Q3132,Macro,4,8,Quarterly
Q3133,Macro,4,8,Quarterly
Q3134,Macro,4,8,Quarterly
Q3135,Macro,4,8,Quarterly
Q3136,Macro,4,8,Quarterly
Q3137,Macro,4,8,Quarterly
Q3138,Macro,4,8,Quarterly
Q3139,Macro,4,8,Quarterly
Q3140,Macro,4,8,Quarterly
Q3141,Macro,4,8,Quarterly
Q3142,Macro,4,8,Quarterly
Q3143,Macro,4,8,Quarterly
Q3144,Macro,4,8,Quarterly
Q3145,Macro,4,8,Quarterly
Q3146,Macro,4,8,Quarterly
Q3147,Macro,4,8,Quarterly
Q3148,Macro,4,8,Quarterly
Q3149,Macro,4,8,Quarterly
Q3150,Macro,4,8,Quarterly
Q3151,Macro,4,8,Quarterly
Q3152,Macro,4,8,Quarterly
Q3153,Macro,4,8,Quarterly
Q3154,Macro,4,8,Quarterly
Q3155,Macro,4,8,Quarterly
Q3156,Macro,4,8,Quarterly
Q3157,Macro,4,8,Quarterly
Q3158,Macro,4,8,Quarterly
Q3159,Macro,4,8,Quarterly
Q3160,Macro,4,8,Quarterly
Q3161,Macro,4,8,Quarterly
Q3162,Macro,4,8,Quarterly
Q3163,Macro,4,8,Quarterly
Q3164,Macro,4,8,Quarterly
Q3165,Macro,4,8,Quarterly
Q3166,Macro,4,8,Quarterly
Q3167,Macro,4,8,Quarterly
Q3168,Macro,4,8,Quarterly
Q3169,Macro,4,8,Quarterly
Q3170,Macro,4,8,Quarterly
Q3171,Macro,4,8,Quarterly
Q3172,Macro,4,8,Quarterly
Q3173,Macro,4,8,Quarterly
Q3174,Macro,4,8,Quarterly
Q3175,Macro,4,8,Quarterly
Q3176,Macro,4,8,Quarterly
Q3177,Macro,4,8,Quarterly
